cam_ID,rec_ID,timestamp,label,confidence,track_ID,track_status,x_min,y_min,x_max,y_max
raspberrypi,24,2024-12-21T10:51:59.178632,insect,0.84,12,TRACKED,0.7817,0.7999,0.8089,0.8626
raspberrypi,24,2024-12-21T10:52:00.190866,insect,0.86,12,TRACKED,0.782,0.8003,0.8109,0.8666
raspberrypi,24,2024-12-21T10:52:01.203332,insect,0.86,12,TRACKED,0.7821,0.8003,0.8119,0.8681
raspberrypi,24,2024-12-21T10:52:02.220292,insect,0.86,12,TRACKED,0.7829,0.8008,0.8133,0.8666
raspberrypi,24,2024-12-21T10:52:03.232168,insect,0.86,12,TRACKED,0.783,0.807,0.8145,0.8735
raspberrypi,24,2024-12-21T10:52:04.244731,insect,0.76,12,TRACKED,0.7869,0.8149,0.8187,0.8825
raspberrypi,24,2024-12-21T10:52:05.256577,insect,0.81,12,TRACKED,0.7899,0.8174,0.8241,0.8824
raspberrypi,24,2024-12-21T10:52:06.269260,insect,0.76,12,TRACKED,0.7921,0.8225,0.8246,0.8779
raspberrypi,24,2024-12-21T10:52:07.283074,insect,0.84,12,TRACKED,0.7946,0.8243,0.8281,0.8751
raspberrypi,24,2024-12-21T10:52:08.296057,insect,0.83,12,TRACKED,0.795,0.8249,0.8271,0.8754
raspberrypi,24,2024-12-21T10:52:09.308121,insect,0.78,12,TRACKED,0.7965,0.8258,0.8272,0.8742
raspberrypi,24,2024-12-21T10:52:10.323550,insect,0.81,12,TRACKED,0.7986,0.8273,0.8288,0.8787
raspberrypi,24,2024-12-21T10:52:11.335715,insect,0.64,12,TRACKED,0.801,0.8281,0.8284,0.8794
raspberrypi,24,2024-12-21T10:52:12.347749,insect,0.67,12,TRACKED,0.804,0.832,0.8322,0.8814
raspberrypi,24,2024-12-21T10:52:13.360158,insect,0.79,12,TRACKED,0.8105,0.8334,0.8409,0.8953
raspberrypi,24,2024-12-21T10:52:14.372042,insect,0.77,12,TRACKED,0.8125,0.8349,0.8422,0.8983
raspberrypi,24,2024-12-21T10:52:15.385858,insect,0.81,12,TRACKED,0.8196,0.843,0.8498,0.8957
raspberrypi,24,2024-12-21T10:52:16.397999,insect,0.61,12,TRACKED,0.8299,0.8486,0.8546,0.9002
raspberrypi,24,2024-12-21T10:52:17.408447,insect,0.78,12,TRACKED,0.8334,0.8483,0.8626,0.9216
raspberrypi,24,2024-12-21T10:52:18.524642,insect,0.53,12,TRACKED,0.8338,0.8639,0.8583,0.9328
raspberrypi,24,2024-12-21T10:52:19.538485,insect,0.72,12,TRACKED,0.8283,0.8726,0.8562,0.9452
raspberrypi,24,2024-12-21T10:52:20.550550,insect,0.76,12,TRACKED,0.8207,0.8925,0.8501,0.9652
raspberrypi,24,2024-12-21T10:52:21.563123,insect,0.76,12,TRACKED,0.8116,0.9162,0.8434,0.9757
raspberrypi,24,2024-12-21T10:52:22.575545,insect,0.64,12,TRACKED,0.8007,0.9263,0.8359,0.9736
raspberrypi,24,2024-12-21T10:52:23.587874,insect,0.72,12,TRACKED,0.7894,0.9237,0.8204,0.9793
raspberrypi,24,2024-12-21T10:52:24.599954,insect,0.77,12,TRACKED,0.783,0.9206,0.819,0.9851
raspberrypi,24,2024-12-21T10:52:25.612151,insect,0.69,12,TRACKED,0.7767,0.9358,0.8071,0.9899
raspberrypi,24,2024-12-21T10:52:26.625144,insect,0.59,12,TRACKED,0.7656,0.9252,0.7932,0.9795
raspberrypi,24,2024-12-21T10:52:27.636457,insect,0.83,12,TRACKED,0.762,0.9093,0.7886,0.9754
raspberrypi,24,2024-12-21T10:52:28.648650,insect,0.5,12,TRACKED,0.7629,0.9024,0.7846,0.9678
raspberrypi,24,2024-12-21T10:52:29.661552,insect,0.82,12,TRACKED,0.77,0.8826,0.7937,0.9471
raspberrypi,24,2024-12-21T10:52:30.674371,insect,0.83,12,TRACKED,0.7749,0.8825,0.8046,0.9399
raspberrypi,24,2024-12-21T10:52:31.688244,insect,0.85,12,TRACKED,0.7802,0.8809,0.8094,0.936
raspberrypi,24,2024-12-21T10:52:32.700717,insect,0.84,12,TRACKED,0.7914,0.8812,0.8227,0.9351
raspberrypi,24,2024-12-21T10:52:33.713754,insect,0.84,12,TRACKED,0.7999,0.8635,0.8258,0.9292
raspberrypi,24,2024-12-21T10:52:34.726171,insect,0.83,12,TRACKED,0.8026,0.8515,0.8259,0.9198
raspberrypi,24,2024-12-21T10:52:35.741864,insect,0.84,12,TRACKED,0.8035,0.8469,0.8293,0.9121
raspberrypi,24,2024-12-21T10:52:36.754266,insect,0.83,12,TRACKED,0.8089,0.8269,0.8334,0.8944
raspberrypi,24,2024-12-21T10:52:37.765012,insect,0.66,12,TRACKED,0.8065,0.8206,0.8321,0.883
raspberrypi,24,2024-12-21T10:52:38.775525,insect,0.79,12,TRACKED,0.8011,0.8,0.828,0.8612
raspberrypi,24,2024-12-21T10:52:39.786096,insect,0.75,12,TRACKED,0.7921,0.8067,0.8249,0.8553
raspberrypi,24,2024-12-21T10:52:40.797420,insect,0.67,12,TRACKED,0.7831,0.7971,0.8127,0.8489
raspberrypi,24,2024-12-21T10:52:41.850702,insect,0.63,12,TRACKED,0.7675,0.8016,0.7994,0.8526
raspberrypi,24,2024-12-21T10:52:42.863155,insect,0.75,12,TRACKED,0.7548,0.8045,0.7843,0.8525
raspberrypi,24,2024-12-21T10:52:43.875370,insect,0.8,12,TRACKED,0.7551,0.8033,0.7851,0.854
raspberrypi,24,2024-12-21T10:52:44.890510,insect,0.82,12,TRACKED,0.7543,0.8022,0.7846,0.8542
raspberrypi,24,2024-12-21T10:52:45.902487,insect,0.79,12,TRACKED,0.7545,0.8027,0.785,0.8539
raspberrypi,24,2024-12-21T10:52:46.914831,insect,0.79,12,TRACKED,0.7531,0.8038,0.7845,0.8534
raspberrypi,24,2024-12-21T10:52:47.929063,insect,0.85,12,TRACKED,0.7506,0.8028,0.7822,0.8516
raspberrypi,24,2024-12-21T10:52:48.940521,insect,0.88,12,TRACKED,0.7493,0.8004,0.7815,0.8534
raspberrypi,24,2024-12-21T10:52:49.951663,insect,0.86,12,TRACKED,0.7485,0.7947,0.7803,0.8509
raspberrypi,24,2024-12-21T10:52:50.963700,insect,0.85,12,TRACKED,0.7508,0.7953,0.7794,0.8518
raspberrypi,24,2024-12-21T10:52:51.976202,insect,0.87,12,TRACKED,0.7493,0.7958,0.7799,0.8528
raspberrypi,24,2024-12-21T10:52:52.987195,insect,0.86,12,TRACKED,0.7488,0.7934,0.7795,0.8516
raspberrypi,24,2024-12-21T10:52:53.997607,insect,0.84,12,TRACKED,0.749,0.7916,0.7788,0.8497
raspberrypi,24,2024-12-21T10:52:55.010348,insect,0.85,12,TRACKED,0.7473,0.7908,0.7796,0.85
raspberrypi,24,2024-12-21T10:52:56.022683,insect,0.86,12,TRACKED,0.7479,0.791,0.7797,0.8495
raspberrypi,24,2024-12-21T10:52:57.035067,insect,0.84,12,TRACKED,0.7479,0.7892,0.7792,0.8482
raspberrypi,24,2024-12-21T10:52:58.047409,insect,0.85,12,TRACKED,0.7492,0.7876,0.7782,0.8488
raspberrypi,24,2024-12-21T10:52:59.059283,insect,0.85,12,TRACKED,0.7474,0.788,0.7783,0.8488
raspberrypi,24,2024-12-21T10:53:00.070802,insect,0.85,12,TRACKED,0.7469,0.7878,0.7791,0.8492
raspberrypi,24,2024-12-21T10:53:01.083342,insect,0.85,12,TRACKED,0.7482,0.7885,0.7778,0.8485
raspberrypi,24,2024-12-21T10:53:02.097971,insect,0.84,12,TRACKED,0.7464,0.7872,0.7777,0.8483
raspberrypi,24,2024-12-21T10:53:03.108657,insect,0.84,12,TRACKED,0.7451,0.7876,0.777,0.8471
raspberrypi,24,2024-12-21T10:53:04.125446,insect,0.84,12,TRACKED,0.7468,0.7878,0.7762,0.8474
raspberrypi,24,2024-12-21T10:53:05.135996,insect,0.85,12,TRACKED,0.7459,0.7847,0.7763,0.8472
raspberrypi,24,2024-12-21T10:53:06.148453,insect,0.85,12,TRACKED,0.7467,0.7855,0.7764,0.847
raspberrypi,24,2024-12-21T10:53:07.160889,insect,0.86,12,TRACKED,0.7473,0.7845,0.7758,0.8467
raspberrypi,24,2024-12-21T10:53:08.173672,insect,0.84,12,TRACKED,0.7448,0.7841,0.777,0.8449
raspberrypi,24,2024-12-21T10:53:09.185087,insect,0.84,12,TRACKED,0.7459,0.785,0.7787,0.8451
raspberrypi,24,2024-12-21T10:53:10.195641,insect,0.83,12,TRACKED,0.7458,0.7843,0.7775,0.8439
raspberrypi,24,2024-12-21T10:53:11.212827,insect,0.84,12,TRACKED,0.7447,0.7824,0.776,0.8429
raspberrypi,24,2024-12-21T10:53:12.224999,insect,0.83,12,TRACKED,0.7443,0.781,0.7744,0.8398
raspberrypi,24,2024-12-21T10:53:13.237239,insect,0.83,12,TRACKED,0.7442,0.7809,0.7721,0.8375
raspberrypi,24,2024-12-21T10:53:14.252281,insect,0.83,12,TRACKED,0.7466,0.7778,0.7729,0.8369
raspberrypi,24,2024-12-21T10:53:15.266605,insect,0.85,12,TRACKED,0.7439,0.7774,0.7765,0.8393
raspberrypi,24,2024-12-21T10:53:16.279084,insect,0.84,12,TRACKED,0.7442,0.7809,0.7769,0.8397
raspberrypi,24,2024-12-21T10:53:17.291398,insect,0.84,12,TRACKED,0.7426,0.781,0.7756,0.8379
raspberrypi,24,2024-12-21T10:53:18.303595,insect,0.84,12,TRACKED,0.7413,0.7782,0.7731,0.8339
raspberrypi,24,2024-12-21T10:53:19.315813,insect,0.83,12,TRACKED,0.7402,0.7765,0.7729,0.8331
raspberrypi,24,2024-12-21T10:53:20.327935,insect,0.81,12,TRACKED,0.7402,0.776,0.7727,0.8338
raspberrypi,24,2024-12-21T10:53:21.339531,insect,0.84,12,TRACKED,0.7404,0.7781,0.7728,0.8339
raspberrypi,24,2024-12-21T10:53:22.353384,insect,0.84,12,TRACKED,0.7399,0.7815,0.7716,0.833
raspberrypi,24,2024-12-21T10:53:23.367488,insect,0.82,12,TRACKED,0.7402,0.7844,0.7707,0.8319
raspberrypi,24,2024-12-21T10:53:24.381665,insect,0.82,12,TRACKED,0.7403,0.7871,0.7696,0.8317
raspberrypi,24,2024-12-21T10:53:25.395019,insect,0.85,12,TRACKED,0.7402,0.7864,0.7706,0.8352
raspberrypi,24,2024-12-21T10:53:26.407691,insect,0.85,12,TRACKED,0.7391,0.7884,0.7695,0.8356
raspberrypi,24,2024-12-21T10:53:27.420117,insect,0.84,12,TRACKED,0.7386,0.7885,0.7692,0.8345
raspberrypi,24,2024-12-21T10:53:28.433221,insect,0.78,12,TRACKED,0.7324,0.7852,0.7658,0.834
raspberrypi,24,2024-12-21T10:53:29.445548,insect,0.8,12,TRACKED,0.7324,0.7827,0.7664,0.8343
raspberrypi,24,2024-12-21T10:53:30.458722,insect,0.8,12,TRACKED,0.732,0.7829,0.7655,0.8333
raspberrypi,24,2024-12-21T10:53:31.470986,insect,0.79,12,TRACKED,0.7333,0.7828,0.764,0.8315
raspberrypi,24,2024-12-21T10:53:32.482572,insect,0.76,12,TRACKED,0.7322,0.7843,0.7623,0.831
raspberrypi,24,2024-12-21T10:53:33.495577,insect,0.78,12,TRACKED,0.7306,0.7852,0.7608,0.8317
raspberrypi,24,2024-12-21T10:53:34.507190,insect,0.77,12,TRACKED,0.7304,0.7843,0.7607,0.8311
raspberrypi,24,2024-12-21T10:53:35.518964,insect,0.78,12,TRACKED,0.7287,0.7808,0.759,0.8316
raspberrypi,24,2024-12-21T10:53:36.530679,insect,0.8,12,TRACKED,0.7288,0.7804,0.758,0.8317
raspberrypi,24,2024-12-21T10:53:37.541858,insect,0.79,12,TRACKED,0.7269,0.7836,0.7575,0.8304
raspberrypi,24,2024-12-21T10:53:38.553667,insect,0.8,12,TRACKED,0.7257,0.7841,0.7571,0.8299
raspberrypi,24,2024-12-21T10:53:39.565454,insect,0.76,12,TRACKED,0.7247,0.7808,0.7566,0.8314
raspberrypi,24,2024-12-21T10:53:40.578271,insect,0.83,12,TRACKED,0.7217,0.7825,0.7552,0.8325
raspberrypi,24,2024-12-21T10:53:41.590702,insect,0.86,12,TRACKED,0.7194,0.7801,0.7539,0.8318
raspberrypi,24,2024-12-21T10:53:42.602820,insect,0.87,12,TRACKED,0.7196,0.7751,0.7521,0.8304
raspberrypi,24,2024-12-21T10:53:43.614902,insect,0.86,12,TRACKED,0.7189,0.7712,0.7491,0.828
raspberrypi,24,2024-12-21T10:53:44.628255,insect,0.86,12,TRACKED,0.7205,0.7658,0.7484,0.8289
raspberrypi,24,2024-12-21T10:53:45.644152,insect,0.84,12,TRACKED,0.7205,0.7692,0.7468,0.83
raspberrypi,24,2024-12-21T10:53:46.657150,insect,0.84,12,TRACKED,0.7206,0.7655,0.7462,0.8288
raspberrypi,24,2024-12-21T10:53:47.670869,insect,0.83,12,TRACKED,0.7214,0.7659,0.7458,0.8317
raspberrypi,24,2024-12-21T10:53:48.683086,insect,0.83,12,TRACKED,0.7219,0.7587,0.7459,0.8313
raspberrypi,24,2024-12-21T10:53:49.695184,insect,0.83,12,TRACKED,0.7223,0.7595,0.7466,0.8328
raspberrypi,24,2024-12-21T10:53:50.707903,insect,0.82,12,TRACKED,0.722,0.7596,0.7461,0.8317
raspberrypi,24,2024-12-21T10:53:51.718781,insect,0.82,12,TRACKED,0.7223,0.7609,0.7465,0.8337
raspberrypi,24,2024-12-21T10:53:52.731045,insect,0.77,12,TRACKED,0.7237,0.7593,0.7471,0.8343
raspberrypi,24,2024-12-21T10:53:53.743125,insect,0.74,12,TRACKED,0.7244,0.7591,0.7471,0.8334
raspberrypi,24,2024-12-21T10:53:54.755036,insect,0.61,12,TRACKED,0.7245,0.7564,0.7465,0.8302
raspberrypi,24,2024-12-21T10:53:55.768110,insect,0.64,12,TRACKED,0.7239,0.76,0.7463,0.8303
raspberrypi,24,2024-12-21T10:53:56.780429,insect,0.72,12,TRACKED,0.7231,0.7578,0.7467,0.8291
raspberrypi,24,2024-12-21T10:53:57.792780,insect,0.78,12,TRACKED,0.7225,0.7579,0.747,0.8309
raspberrypi,24,2024-12-21T10:53:58.803187,insect,0.84,12,TRACKED,0.7252,0.7609,0.7501,0.8326
raspberrypi,24,2024-12-21T10:53:59.814191,insect,0.86,12,TRACKED,0.7226,0.7595,0.7484,0.8289
raspberrypi,24,2024-12-21T10:54:00.825061,insect,0.85,12,TRACKED,0.7227,0.7587,0.75,0.8246
