cam_ID,rec_ID,timestamp,label,confidence,track_ID,track_status,x_min,y_min,x_max,y_max
raspberrypi,14,2024-12-02T16:50:14.518558,insect,0.6,24,NEW,0.7062,0.5718,0.7356,0.6511
raspberrypi,14,2024-12-02T16:50:16.117612,insect,0.5,26,NEW,0.0989,0.0559,0.1597,0.1409
raspberrypi,14,2024-12-02T16:50:18.608897,insect,0.56,27,NEW,0.6133,0.4218,0.6532,0.5032
raspberrypi,14,2024-12-02T16:50:20.657940,insect,0.53,29,NEW,0.7013,0.5702,0.7388,0.6608
raspberrypi,14,2024-12-02T16:50:21.670087,insect,0.58,31,NEW,0.7552,0.574,0.7839,0.6481
raspberrypi,14,2024-12-02T16:50:22.975491,insect,0.51,32,NEW,0.8559,0.4514,0.8987,0.5267
raspberrypi,14,2024-12-02T16:50:31.866224,insect,0.54,33,NEW,0.6618,0.5437,0.6997,0.6173
raspberrypi,14,2024-12-02T16:50:34.370441,insect,0.54,34,NEW,0.5146,0.9124,0.545,0.9452
raspberrypi,14,2024-12-02T16:50:46.656721,insect,0.62,35,NEW,0.7504,0.5828,0.781,0.669
raspberrypi,14,2024-12-02T16:50:50.215917,insect,0.59,36,NEW,0.7495,0.581,0.7791,0.6664
raspberrypi,14,2024-12-02T16:50:54.002794,insect,0.54,38,NEW,0.6667,0.5411,0.7051,0.619
raspberrypi,14,2024-12-02T16:50:59.753168,insect,0.51,39,NEW,0.7527,0.582,0.7809,0.6635
raspberrypi,14,2024-12-02T16:51:00.874706,insect,0.57,40,NEW,0.749,0.588,0.7804,0.6707
raspberrypi,14,2024-12-02T16:51:05.016216,insect,0.53,41,NEW,0.6673,0.5416,0.7036,0.6167
raspberrypi,14,2024-12-02T16:51:10.470787,insect,0.57,42,NEW,0.7487,0.579,0.7813,0.6689
raspberrypi,14,2024-12-02T16:51:14.457214,insect,0.54,43,NEW,0.7369,0.5832,0.7809,0.68
raspberrypi,14,2024-12-02T16:51:17.671185,insect,0.51,45,NEW,0.7062,0.5723,0.738,0.6566
raspberrypi,14,2024-12-02T16:51:18.958209,insect,0.56,47,NEW,0.7526,0.5817,0.7793,0.6608
raspberrypi,14,2024-12-02T16:51:21.156356,insect,0.5,48,NEW,0.7488,0.5823,0.7782,0.6679
raspberrypi,14,2024-12-02T16:51:25.605852,insect,0.52,49,NEW,0.0957,0.0539,0.158,0.1404
raspberrypi,14,2024-12-02T16:51:27.863683,insect,0.55,50,NEW,0.7547,0.5818,0.7807,0.6588
raspberrypi,14,2024-12-02T16:51:29.251573,insect,0.61,52,NEW,0.7495,0.5815,0.7792,0.6633
raspberrypi,14,2024-12-02T16:51:30.263841,insect,0.55,53,NEW,0.7525,0.5814,0.7798,0.6542
raspberrypi,14,2024-12-02T16:51:31.612137,insect,0.58,54,NEW,0.7532,0.5823,0.7818,0.6666
raspberrypi,14,2024-12-02T16:51:32.814476,insect,0.57,55,NEW,0.7534,0.5802,0.7801,0.6555
raspberrypi,14,2024-12-02T16:51:34.867130,insect,0.63,56,NEW,0.7474,0.5799,0.7791,0.6654
raspberrypi,14,2024-12-02T16:51:38.509385,insect,0.7,58,NEW,0.7502,0.5826,0.7798,0.6609
raspberrypi,14,2024-12-02T16:51:42.604792,insect,0.51,60,NEW,0.7534,0.5789,0.7807,0.6678
raspberrypi,14,2024-12-02T16:51:45.211714,insect,0.53,61,NEW,0.7497,0.5849,0.7786,0.668
raspberrypi,14,2024-12-02T16:51:47.858085,insect,0.5,63,NEW,0.8622,0.441,0.9061,0.5264
raspberrypi,14,2024-12-02T16:51:49.512801,insect,0.52,65,NEW,0.753,0.5835,0.7807,0.6647
raspberrypi,14,2024-12-02T16:51:52.764471,insect,0.68,66,NEW,0.7528,0.5818,0.7799,0.6582
raspberrypi,14,2024-12-02T16:51:53.775823,insect,0.58,67,NEW,0.5199,0.9128,0.5472,0.9454
raspberrypi,14,2024-12-02T16:51:56.202531,insect,0.52,71,NEW,0.7517,0.5852,0.7806,0.6659
raspberrypi,14,2024-12-02T16:51:58.458239,insect,0.57,72,NEW,0.7549,0.5801,0.7816,0.6403
raspberrypi,14,2024-12-02T16:52:00.901043,insect,0.58,73,NEW,0.7544,0.5764,0.782,0.6497
raspberrypi,14,2024-12-02T16:52:02.065288,insect,0.6,74,NEW,0.7525,0.5807,0.7804,0.6552
raspberrypi,14,2024-12-02T16:52:03.350557,insect,0.63,75,NEW,0.0432,0.0089,0.1037,0.1169
raspberrypi,14,2024-12-02T16:52:07.800095,insect,0.61,77,NEW,0.7548,0.5804,0.7835,0.6556
raspberrypi,14,2024-12-02T16:52:12.410617,insect,0.71,78,NEW,0.7541,0.5776,0.7808,0.6491
raspberrypi,14,2024-12-02T16:52:12.410617,insect,0.5,79,NEW,0.8582,0.4504,0.9057,0.5294
raspberrypi,14,2024-12-02T16:52:16.200502,insect,0.66,81,NEW,0.7522,0.5798,0.7813,0.6599
raspberrypi,14,2024-12-02T16:52:20.464126,insect,0.65,83,NEW,0.7491,0.5818,0.7784,0.6639
raspberrypi,14,2024-12-02T16:52:21.563112,insect,0.54,86,NEW,0.7478,0.5829,0.7782,0.6644
raspberrypi,14,2024-12-02T16:52:22.576212,insect,0.58,88,NEW,0.7449,0.579,0.7752,0.6579
raspberrypi,14,2024-12-02T16:52:24.450321,insect,0.5,90,NEW,0.7538,0.5824,0.7797,0.6549
raspberrypi,14,2024-12-02T16:52:26.402272,insect,0.5,91,NEW,0.7523,0.5823,0.78,0.665
raspberrypi,14,2024-12-02T16:52:28.564082,insect,0.59,92,NEW,0.7525,0.5818,0.7789,0.6533
raspberrypi,14,2024-12-02T16:52:29.642541,insect,0.55,94,NEW,0.7561,0.5855,0.7838,0.6644
raspberrypi,14,2024-12-02T16:52:33.453816,insect,0.5,95,NEW,0.7521,0.5782,0.7806,0.6634
raspberrypi,14,2024-12-02T16:52:35.650588,insect,0.59,97,NEW,0.8593,0.4438,0.9079,0.5309
raspberrypi,14,2024-12-02T16:52:36.999591,insect,0.61,98,NEW,0.7519,0.5808,0.7804,0.6615
raspberrypi,14,2024-12-02T16:52:40.612485,insect,0.56,99,NEW,0.5157,0.9119,0.5448,0.9463
raspberrypi,14,2024-12-02T16:52:41.668664,insect,0.51,102,NEW,0.7499,0.583,0.7788,0.6683
raspberrypi,14,2024-12-02T16:52:43.203980,insect,0.61,104,NEW,0.7519,0.5812,0.7811,0.6694
raspberrypi,14,2024-12-02T16:52:44.261125,insect,0.58,106,NEW,0.75,0.5785,0.7794,0.6602
raspberrypi,14,2024-12-02T16:52:45.652581,insect,0.5,107,NEW,0.757,0.5803,0.7823,0.6594
raspberrypi,14,2024-12-02T16:52:46.709455,insect,0.62,108,NEW,0.7487,0.5835,0.7796,0.6633
raspberrypi,14,2024-12-02T16:52:47.810475,insect,0.53,108,TRACKED,0.7527,0.5799,0.7819,0.6577
raspberrypi,14,2024-12-02T16:52:51.015304,insect,0.54,108,TRACKED,0.7526,0.5811,0.7795,0.6594
raspberrypi,14,2024-12-02T16:52:55.202952,insect,0.66,110,NEW,0.8592,0.4429,0.9084,0.5257
